Title,Citation Count,Scholarly Output,Percent Cited,CiteScore,SNIP,SJR,subject_area,Percentile,RANK,Rank Out Of,Publisher,Open Access,Quartile,URL Scopus Source ID,Print ISSN,E-ISSN,Index,Publisher2,Percentile2,Open Access2
International Journal of Advances in Soft Computing and its Applications,115,129,41.9,0.9,0.439,0.17300000000000001,Computer Science Applications,22.0,495.0,636.0,International Center for Scientific Research and Studies (ICSRS),YES,4.0,https://www.scopus.com/sourceid/21100201505,2074-8523,,Scopus,Others,400.0,Yes
ACM Transactions on Information Systems,1095,163,81.6,6.7,2.4219999999999997,0.877,Computer Science Applications,86.0,86.0,636.0,ACM,NO,1.0,https://www.scopus.com/sourceid/18997,1046-8188,1558-2868,Scopus & SCIEISI,ACM,100.0,No
CALL-EJ,40,56,33.9,0.7,0.6859999999999999,0.24,Computer Science Applications,17.0,524.0,636.0,Asia-Pacific Association for Computer-Assisted Language Learning (APACALL),NO,4.0,https://www.scopus.com/sourceid/21100265343,2187-9036,,Scopus,Others,400.0,No
Bioinformatics,29767,3464,80.5,8.6,1.8130000000000002,3.5669999999999997,Computer Science Applications,91.0,52.0,636.0,Oxford University Press,NO,1.0,https://www.scopus.com/sourceid/17945,1367-4803,1367-4811,Scopus,Others,100.0,No
International Journal of Computational Biology and Drug Design,26,74,23.0,0.4,0.18100000000000002,0.146,Computer Science Applications,7.0,588.0,636.0,Inderscience,NO,4.0,https://www.scopus.com/sourceid/19600161802,1756-0756,1756-0764,Scopus,Inderscience,400.0,No
Canadian Journal of Learning and Technology,12,24,29.2,0.5,0.368,0.19399999999999998,Computer Science Applications,11.0,561.0,636.0,Canadian Network for Innovation in Education,YES,4.0,https://www.scopus.com/sourceid/21100899617,,1499-6685,Scopus,Others,400.0,Yes
Journal Europeen des Systemes Automatises,87,168,22.0,0.5,0.501,0.177,Computer Science Applications,12.0,555.0,636.0,Lavoisier,NO,4.0,https://www.scopus.com/sourceid/25495,1269-6935,,Scopus,Others,400.0,No
Computational Linguistics,455,95,72.6,4.8,2.353,0.521,Computer Science Applications,74.0,160.0,636.0,MIT Press,YES,2.0,https://www.scopus.com/sourceid/26801,0891-2017,1530-9312,Scopus & SCIEISI,Others,200.0,Yes
NTT Technical Review,383,458,54.4,0.8,0.267,0.201,Computer Science Applications,20.0,508.0,636.0,Telecommunications Association,NO,4.0,https://www.scopus.com/sourceid/51658,1348-3447,,Scopus,Others,400.0,No
International Journal of Distance Education Technologies,154,89,59.6,1.7,0.596,0.249,Computer Science Applications,40.0,377.0,636.0,IGI Global Publishing,NO,3.0,https://www.scopus.com/sourceid/145056,1539-3100,,Scopus,IGI Global,300.0,No
Journal of Rail Transport Planning and Management,259,82,76.8,3.2,1.158,0.7509999999999999,Computer Science Applications,60.0,250.0,636.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/21100197952,2210-9706,,Scopus,Elsevier,200.0,No
ACM Transactions on Parallel Computing,172,84,57.1,2.0,0.8079999999999999,0.29,Computer Science Applications,47.0,333.0,636.0,ACM,NO,3.0,https://www.scopus.com/sourceid/21100881468,2329-4949,2329-4957,Scopus,ACM,300.0,No
International Journal of Computer Applications in Technology,654,298,57.4,2.2,0.768,0.258,Computer Science Applications,49.0,321.0,636.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/19266,0952-8091,,Scopus,Inderscience,300.0,No
Operations Research,1951,402,74.9,4.9,2.509,3.5389999999999997,Computer Science Applications,75.0,157.0,636.0,Institute for Operations Research and the Management Sciences,NO,1.0,https://www.scopus.com/sourceid/22238,0030-364X,1526-5463,Scopus,Others,100.0,No
npj Computational Materials,2979,283,76.3,10.5,2.679,3.44,Computer Science Applications,94.0,34.0,636.0,Springer Nature,YES,1.0,https://www.scopus.com/sourceid/21100850798,,2057-3960,Scopus,Springer,100.0,Yes
Frontiers Robotics AI,1511,319,72.7,4.7,1.4040000000000001,0.675,Computer Science Applications,74.0,162.0,636.0,Frontiers Media S.A.,YES,2.0,https://www.scopus.com/sourceid/21100868821,,2296-9144,Scopus,Others,200.0,Yes
Data Mining and Knowledge Discovery,1626,220,75.0,7.4,2.859,1.052,Computer Science Applications,88.0,72.0,636.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/13579,1384-5810,1573-756X,Scopus & SCIEISI,Springer,100.0,No
Multibody System Dynamics,1076,217,78.3,5.0,1.3619999999999999,0.634,Computer Science Applications,76.0,149.0,636.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/14523,1384-5640,1573-272X,Scopus,Springer,100.0,No
Kinetics and Catalysis,626,390,55.9,1.6,0.5710000000000001,0.27,Computer Science Applications,38.0,392.0,636.0,Pleiades Publishing,NO,3.0,https://www.scopus.com/sourceid/26985,0023-1584,1608-3210,Scopus,Others,300.0,No
Journal of Management Information Systems,1242,162,74.7,7.7,2.585,2.863,Computer Science Applications,89.0,67.0,636.0,Taylor & Francis,NO,1.0,https://www.scopus.com/sourceid/15700,0742-1222,1557-928X,Scopus & SCIEISI,Taylor and Francis,100.0,No
International Journal of E-Services and Mobile Applications,49,54,40.7,0.9,0.41200000000000003,0.163,Computer Science Applications,23.0,490.0,636.0,IGI Global Publishing,NO,4.0,https://www.scopus.com/sourceid/21100857397,1941-627X,1941-6288,Scopus,IGI Global,400.0,No
Logistics Research,161,57,50.9,2.8,0.7929999999999999,0.489,Computer Science Applications,57.0,273.0,636.0,Bundesvereinigung Logistik (BVL),YES,2.0,https://www.scopus.com/sourceid/19400158510,1865-035X,1865-0368,Scopus,Others,200.0,Yes
IEEE Transactions on Human-Machine Systems,2859,316,80.1,9.0,2.512,1.185,Computer Science Applications,93.0,44.0,636.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/21100285028,2168-2291,,Scopus & SCIEISI,IEEE,100.0,No
Qinghua Daxue Xuebao/Journal of Tsinghua University,452,727,34.7,0.6,0.397,0.16399999999999998,Computer Science Applications,15.0,535.0,636.0,Tsinghua University,NO,4.0,https://www.scopus.com/sourceid/22798,1000-0054,,Scopus,Others,400.0,No
Structural and Multidisciplinary Optimization,6362,1027,76.9,6.2,1.764,1.6369999999999998,Computer Science Applications,83.0,105.0,636.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/18661,1615-147X,1615-1488,Scopus & SCIEISI,Springer,100.0,No
International Journal of Biometrics,87,77,49.4,1.1,0.746,0.17300000000000001,Computer Science Applications,28.0,458.0,636.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/17700155303,1755-8301,1755-831X,Scopus,Inderscience,300.0,No
Journal of Theoretical and Computational Acoustics,59,76,44.7,0.8,0.519,0.251,Computer Science Applications,18.0,517.0,636.0,World Scientific,NO,4.0,https://www.scopus.com/sourceid/21100871297,2591-7285,2591-7811,Scopus,Others,400.0,No
CAD Computer Aided Design,1966,369,76.4,5.3,1.9780000000000002,1.052,Computer Science Applications,79.0,133.0,636.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/18145,0010-4485,,Scopus & SCIEISI,Elsevier,100.0,No
Journal of Education and e-Learning Research,0,21,0.0,0.0,,,Computer Science Applications,0.0,626.0,636.0,Asian Online Journal Publishing Group,NO,4.0,https://www.scopus.com/sourceid/21100937445,2518-0169,2410-9991,Scopus,Others,400.0,No
Flow Measurement and Instrumentation,1659,492,69.1,3.4,1.5319999999999998,0.573,Computer Science Applications,63.0,234.0,636.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/15026,0955-5986,,Scopus,Elsevier,200.0,No
International Journal of RF and Microwave Computer-Aided Engineering,1675,884,54.8,1.9,0.736,0.355,Computer Science Applications,43.0,358.0,636.0,Wiley-Blackwell,NO,3.0,https://www.scopus.com/sourceid/18201,1096-4290,1099-047X,Scopus & SCIEISI,Others,300.0,No
Journal of Computational Physics,16033,2750,78.0,5.8,1.8359999999999999,1.936,Computer Science Applications,82.0,112.0,636.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/13191,0021-9991,1090-2716,Scopus & SCIEISI,Elsevier,100.0,No
Eurasip Journal on Wireless Communications and Networking,3364,1071,63.1,3.1,0.7929999999999999,0.385,Computer Science Applications,60.0,251.0,636.0,Springer Publishing Company,YES,2.0,https://www.scopus.com/sourceid/18202,1687-1472,1687-1499,Scopus,Springer,200.0,Yes
Genetic Programming and Evolvable Machines,261,73,75.3,3.6,1.058,0.33,Computer Science Applications,65.0,219.0,636.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/24208,1389-2576,1573-7632,Scopus & SCIEISI,Springer,200.0,No
Communications in Applied Mathematics and Computational Science,88,33,63.6,2.7,0.74,0.588,Computer Science Applications,56.0,280.0,636.0,Mathematical Sciences Publishers,NO,2.0,https://www.scopus.com/sourceid/21100211117,1559-3940,2157-5452,Scopus,Others,200.0,No
BMC Systems Biology,2076,449,83.3,4.6,0.6709999999999999,0.9520000000000001,Computer Science Applications,74.0,164.0,636.0,Springer Nature,YES,2.0,https://www.scopus.com/sourceid/6700153291,1752-0509,,Scopus,Springer,200.0,Yes
South African Computer Journal,100,54,50.0,1.9,0.9259999999999999,0.242,Computer Science Applications,43.0,363.0,636.0,South African Institute of Computer Scientists and Information Technologists,YES,3.0,https://www.scopus.com/sourceid/21100781706,1015-7999,2313-7835,Scopus,Others,300.0,Yes
Pakistan Journal of Information Management and Libraries,32,44,34.1,0.7,0.22699999999999998,0.184,Computer Science Applications,18.0,522.0,636.0,"Department of Information Management, University of the Punjab",YES,4.0,https://www.scopus.com/sourceid/21100791249,,2409-7462,Scopus,Others,400.0,Yes
TAL Traitement Automatique des Langues,22,50,24.0,0.4,0.33799999999999997,0.114,Computer Science Applications,9.0,574.0,636.0,Association pour le Traitement Automatique des Langues (ATALA),YES,4.0,https://www.scopus.com/sourceid/21100202746,1248-9433,1965-0906,Scopus,Others,400.0,Yes
Health Systems,108,69,60.9,1.6,0.6629999999999999,0.32299999999999995,Computer Science Applications,37.0,397.0,636.0,Taylor & Francis,NO,3.0,https://www.scopus.com/sourceid/21100935763,2047-6965,2047-6973,Scopus,Taylor and Francis,300.0,No
Journal of Computing and Information Science in Engineering,672,204,69.6,3.3,0.86,0.546,Computer Science Applications,62.0,241.0,636.0,ASME,NO,2.0,https://www.scopus.com/sourceid/20952,1530-9827,,Scopus & SCIEISI,Others,200.0,No
IEEE Intelligent Transportation Systems Magazine,1183,178,75.3,6.6,2.03,0.82,Computer Science Applications,85.0,90.0,636.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/18300156720,1939-1390,1941-1197,Scopus,IEEE,100.0,No
Digital Scholarship in the Humanities,341,242,48.3,1.4,0.935,0.304,Computer Science Applications,34.0,415.0,636.0,Oxford University Press,NO,3.0,https://www.scopus.com/sourceid/21100465194,2055-7671,2055-768X,Scopus,Others,300.0,No
Online Information Review,991,281,68.7,3.5,1.275,0.6679999999999999,Computer Science Applications,65.0,222.0,636.0,Emerald,NO,2.0,https://www.scopus.com/sourceid/15386,1468-4527,1468-4535,Scopus & SCIEISI,Others,200.0,No
GigaScience,2581,402,74.4,6.4,1.69,2.639,Computer Science Applications,84.0,97.0,636.0,Oxford University Press,YES,1.0,https://www.scopus.com/sourceid/21100420802,,2047-217X,Scopus,Others,100.0,Yes
Real-Time Systems,456,86,83.7,5.3,1.703,0.45,Computer Science Applications,78.0,135.0,636.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/12443,0922-6443,1573-1383,Scopus & SCIEISI,Springer,100.0,No
Dongbei Daxue Xuebao/Journal of Northeastern University,523,1392,23.6,0.4,0.251,0.153,Computer Science Applications,8.0,585.0,636.0,Dongbei Daxue,NO,4.0,https://www.scopus.com/sourceid/16040,1005-3026,,Scopus,Others,400.0,No
ACM Transactions on Design Automation of Electronic Systems,700,282,53.2,2.5,0.888,0.322,Computer Science Applications,54.0,288.0,636.0,ACM,NO,2.0,https://www.scopus.com/sourceid/18662,1084-4309,1557-7309,Scopus & SCIEISI,ACM,200.0,No
International Journal of Advanced Manufacturing Technology,34791,7114,76.9,4.9,1.535,0.9990000000000001,Computer Science Applications,75.0,155.0,636.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/20428,0268-3768,1433-3015,Scopus,Springer,100.0,No
International Journal of Electronic Governance,74,72,41.7,1.0,0.38799999999999996,0.17300000000000001,Computer Science Applications,26.0,471.0,636.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/21100301442,1742-7509,1742-7517,Scopus,Inderscience,300.0,No
Computational Social Networks,72,49,51.0,1.5,0.619,0.203,Computer Science Applications,35.0,408.0,636.0,Springer Nature,YES,3.0,https://www.scopus.com/sourceid/21100870845,,2197-4314,Scopus,Springer,300.0,Yes
Journal of Technology and Chinese Language Teaching,0,10,0.0,0.0,,,Computer Science Applications,0.0,626.0,636.0,Technology and Chinese Language Teaching Association,NO,4.0,https://www.scopus.com/sourceid/21100932524,,1949-260X,Scopus,Others,400.0,No
International Journal of Technology Management,300,156,57.1,1.9,0.727,0.41,Computer Science Applications,45.0,350.0,636.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/12763,0267-5730,1741-5276,Scopus,Inderscience,300.0,No
Information Systems Management,387,90,62.2,4.3,1.462,0.6509999999999999,Computer Science Applications,72.0,178.0,636.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/15442,1058-0530,,Scopus & SCIEISI,Taylor and Francis,200.0,No
"International Journal of Metadata, Semantics and Ontologies",60,63,44.4,1.0,0.508,0.183,Computer Science Applications,24.0,480.0,636.0,Inderscience,NO,4.0,https://www.scopus.com/sourceid/8300153137,1744-2621,1744-263X,Scopus,Inderscience,400.0,No
International Journal of Computational Materials Science and Surface Engineering,19,46,21.7,0.4,0.187,0.157,Computer Science Applications,9.0,578.0,636.0,Inderscience,NO,4.0,https://www.scopus.com/sourceid/17700155710,1753-3465,1753-3473,Scopus,Inderscience,400.0,No
Periodica polytechnica Electrical engineering and computer science,156,121,48.8,1.3,0.391,0.175,Computer Science Applications,31.0,436.0,636.0,Budapest University of Technology and Economics,YES,3.0,https://www.scopus.com/sourceid/21100820619,2064-5260,2064-5279,Scopus,Others,300.0,Yes
International Journal of Computational Economics and Econometrics,32,57,29.8,0.6,0.19399999999999998,0.154,Computer Science Applications,13.0,549.0,636.0,Inderscience,NO,4.0,https://www.scopus.com/sourceid/21100855992,1757-1170,1757-1189,Scopus,Inderscience,400.0,No
Trudy Instituta Matematiki i Mekhaniki UrO RAN,12,96,10.4,0.1,,,Computer Science Applications,3.0,612.0,636.0,Krasovskii Institute of Mathematics and Mechanics of the Ural Branch of Russian Academy of Sciences,NO,4.0,https://www.scopus.com/sourceid/21100943271,0134-4889,2658-4786,Scopus,Others,400.0,No
Robotica,1488,480,77.5,3.1,0.903,0.401,Computer Science Applications,60.0,253.0,636.0,Cambridge University Press,NO,2.0,https://www.scopus.com/sourceid/18078,0263-5747,1469-8668,Scopus,Others,200.0,No
"Preservation, Digital Technology and Culture",40,67,37.3,0.6,0.494,0.185,Computer Science Applications,15.0,539.0,636.0,Walter de Gruyter,NO,4.0,https://www.scopus.com/sourceid/21100241768,2195-2965,,Scopus,Others,400.0,No
Journal of Web Librarianship,91,54,64.8,1.7,0.963,0.6940000000000001,Computer Science Applications,39.0,385.0,636.0,Taylor & Francis,NO,3.0,https://www.scopus.com/sourceid/19400158481,1932-2909,1932-2917,Scopus,Taylor and Francis,300.0,No
IETE Journal of Research,696,348,60.6,2.0,0.884,0.233,Computer Science Applications,47.0,337.0,636.0,Taylor & Francis,NO,3.0,https://www.scopus.com/sourceid/130012,0377-2063,,Scopus,Taylor and Francis,300.0,No
Journal of E-Learning and Knowledge Society,252,144,45.1,1.8,0.6729999999999999,0.282,Computer Science Applications,41.0,373.0,636.0,Giunti Gruppo Editoriale,YES,3.0,https://www.scopus.com/sourceid/17700155804,1826-6223,1971-8829,Scopus,Others,300.0,Yes
International Journal of Computerized Dentistry,210,110,53.6,1.9,0.7020000000000001,0.631,Computer Science Applications,44.0,351.0,636.0,Quintessenz Verlags GmbH,NO,3.0,https://www.scopus.com/sourceid/25612,1463-4201,,Scopus,Others,300.0,No
Policy and Internet,357,81,80.2,4.4,1.265,1.0170000000000001,Computer Science Applications,73.0,172.0,636.0,Wiley-Blackwell,NO,2.0,https://www.scopus.com/sourceid/21100208044,,1944-2866,Scopus,Others,200.0,No
International Journal of Asian Business and Information Management,20,47,27.7,0.4,0.425,0.174,Computer Science Applications,9.0,576.0,636.0,IGI Global Publishing,NO,4.0,https://www.scopus.com/sourceid/21100823283,1947-9638,1947-9646,Scopus,IGI Global,400.0,No
Information Processing Letters,1206,524,59.0,2.3,0.965,0.48100000000000004,Computer Science Applications,50.0,313.0,636.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/14388,0020-0190,,Scopus & SCIEISI,Elsevier,200.0,No
IEEE Transactions on Information Theory,12422,1899,77.3,6.5,2.138,1.879,Computer Science Applications,85.0,93.0,636.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/15107,0018-9448,1557-9654,Scopus & SCIEISI,IEEE,100.0,No
IEEE Transactions on Wireless Communications,33372,2219,89.0,15.0,2.421,2.623,Computer Science Applications,98.0,12.0,636.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/18933,1536-1276,,Scopus,IEEE,100.0,No
IEEE Transactions on Robotics,6592,464,86.9,14.2,4.387,2.815,Computer Science Applications,98.0,13.0,636.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/95101,1552-3098,,Scopus,IEEE,100.0,No
Intelligent Buildings International,122,51,70.6,2.4,0.723,0.297,Computer Science Applications,52.0,302.0,636.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/19700200870,1750-8975,1756-6932,Scopus,Taylor and Francis,200.0,No
"International Journal of Sensors, Wireless Communications and Control",96,107,33.6,0.9,0.34600000000000003,0.157,Computer Science Applications,22.0,494.0,636.0,Bentham,NO,4.0,https://www.scopus.com/sourceid/21100817136,2210-3279,2210-3287,Scopus,Others,400.0,No
IET Communications,4713,1395,65.7,3.4,0.9109999999999999,0.44,Computer Science Applications,63.0,233.0,636.0,Institution of Engineering and Technology,NO,2.0,https://www.scopus.com/sourceid/5300152202,1751-8628,,Scopus,Others,200.0,No
Wiley Interdisciplinary Reviews: Computational Molecular Science,3063,141,93.6,21.7,4.641,4.091,Computer Science Applications,99.0,2.0,636.0,Wiley-Blackwell,NO,1.0,https://www.scopus.com/sourceid/21100200203,1759-0876,1759-0884,Scopus,Others,100.0,No
"Vestnik Tomskogo Gosudarstvennogo Universiteta - Upravlenie, Vychislitel'naya Tekhnika i Informatika",5,25,16.0,0.2,,,Computer Science Applications,5.0,603.0,636.0,Tomsk State University,NO,4.0,https://www.scopus.com/sourceid/21100925895,1998-8605,2311-2085,Scopus,Others,400.0,No
Computational Economics,608,359,58.8,1.7,0.97,0.349,Computer Science Applications,39.0,383.0,636.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/19053,0927-7099,1572-9974,Scopus,Springer,300.0,No
Journal of Information Technology in Construction,300,84,66.7,3.6,1.382,0.63,Computer Science Applications,65.0,220.0,636.0,Kungliga Tenkniska Hoegskolan/Royal Institute of technology,NO,2.0,https://www.scopus.com/sourceid/15072,1400-6529,1403-6835,Scopus,Others,200.0,No
Acta Informatica Pragensia,0,6,0.0,0.0,,,Computer Science Applications,0.0,626.0,636.0,University of Economics - Prague,NO,4.0,https://www.scopus.com/sourceid/21100945165,,1805-4951,Scopus,Others,400.0,No
Xitong Fangzhen Xuebao / Journal of System Simulation,690,1719,25.0,0.4,0.27399999999999997,0.184,Computer Science Applications,8.0,580.0,636.0,Acta Simulata Systematica Sinica,NO,4.0,https://www.scopus.com/sourceid/13608,1004-731X,,Scopus,Others,400.0,No
Laboratory Phonology,105,43,53.5,2.4,1.764,0.693,Computer Science Applications,54.0,293.0,636.0,Ubiquity Press,YES,2.0,https://www.scopus.com/sourceid/19700200915,1868-6346,1868-6354,Scopus,Others,200.0,Yes
Information Services and Use,172,122,45.9,1.4,0.8,0.373,Computer Science Applications,34.0,414.0,636.0,IOS Press,NO,3.0,https://www.scopus.com/sourceid/15135,0167-5265,1875-8789,Scopus,Others,300.0,No
Journal of Electronic Imaging,1988,1004,56.2,2.0,0.5660000000000001,0.264,Computer Science Applications,46.0,343.0,636.0,SPIE,NO,3.0,https://www.scopus.com/sourceid/25978,1017-9909,1560-229X,Scopus,Others,300.0,No
World Patent Information,230,136,55.9,1.7,0.672,0.331,Computer Science Applications,39.0,384.0,636.0,Elsevier,NO,3.0,https://www.scopus.com/sourceid/15069,0172-2190,,Scopus,Elsevier,300.0,No
Industrial Management and Data Systems,3485,439,73.6,7.9,2.502,1.39,Computer Science Applications,90.0,62.0,636.0,Emerald,NO,1.0,https://www.scopus.com/sourceid/19170,0263-5577,,Scopus & SCIEISI,Others,100.0,No
Enterprise Information Systems,1256,235,84.3,5.3,1.369,0.511,Computer Science Applications,79.0,131.0,636.0,Taylor & Francis,NO,1.0,https://www.scopus.com/sourceid/10900153330,1751-7575,1751-7583,Scopus & SCIEISI,Taylor and Francis,100.0,No
IEEE Transactions on Haptics,1235,227,72.7,5.4,1.8840000000000001,0.745,Computer Science Applications,80.0,124.0,636.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/12100154405,1939-1412,2329-4051,Scopus & SCIEISI,IEEE,100.0,No
Language Documentation and Conservation,69,54,50.0,1.3,1.04,0.203,Computer Science Applications,31.0,438.0,636.0,University of Hawaii Press,YES,3.0,https://www.scopus.com/sourceid/14000156125,1934-5275,,Scopus,Others,300.0,Yes
International Journal of Grid and Utility Computing,355,157,56.1,2.3,1.278,0.316,Computer Science Applications,50.0,318.0,636.0,Inderscience,NO,2.0,https://www.scopus.com/sourceid/14100154713,1741-847X,1741-8488,Scopus,Inderscience,200.0,No
"International Journal of Data Mining, Modelling and Management",102,74,58.1,1.4,1.018,0.331,Computer Science Applications,33.0,421.0,636.0,Inderscience,NO,3.0,https://www.scopus.com/sourceid/21100199341,1759-1163,1759-1171,Scopus,Inderscience,300.0,No
Computer Methods in Biomechanics and Biomedical Engineering,1675,648,61.4,2.6,0.695,0.451,Computer Science Applications,55.0,285.0,636.0,Taylor & Francis,NO,2.0,https://www.scopus.com/sourceid/17954,1025-5842,1476-8259,Scopus & SCIEISI,Taylor and Francis,200.0,No
IEEE Circuits and Systems Magazine,482,57,70.2,8.5,2.033,0.703,Computer Science Applications,91.0,57.0,636.0,IEEE,NO,1.0,https://www.scopus.com/sourceid/26004,1531-636X,,Scopus,IEEE,100.0,No
Concurrent Engineering Research and Applications,262,107,66.4,2.4,0.72,0.38,Computer Science Applications,54.0,292.0,636.0,SAGE,NO,2.0,https://www.scopus.com/sourceid/26644,1063-293X,1531-2003,Scopus & SCIEISI,Others,200.0,No
International Journal of Gaming and Computer-Mediated Simulations,99,52,53.8,1.9,0.43200000000000005,0.295,Computer Science Applications,44.0,352.0,636.0,IGI Global Publishing,NO,3.0,https://www.scopus.com/sourceid/19700186859,1942-3888,1942-3896,Scopus,IGI Global,300.0,No
Computing (Vienna/New York),1227,249,76.3,4.9,1.6469999999999998,0.556,Computer Science Applications,76.0,151.0,636.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/24407,0010-485X,1436-5057,Scopus & SCIEISI,Springer,100.0,No
Digital Investigation,986,254,66.9,3.9,1.909,0.552,Computer Science Applications,68.0,202.0,636.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/27728,1742-2876,,Scopus,Elsevier,200.0,No
Journal of Combinatorial Optimization,1316,649,58.7,2.0,0.97,0.516,Computer Science Applications,47.0,335.0,636.0,Springer Nature,NO,3.0,https://www.scopus.com/sourceid/28499,1382-6905,1573-2886,Scopus & SCIEISI,Springer,300.0,No
American Journal of Distance Education,142,83,48.2,1.7,0.8140000000000001,0.537,Computer Science Applications,40.0,380.0,636.0,Taylor & Francis,NO,3.0,https://www.scopus.com/sourceid/19700200806,0892-3647,1538-9286,Scopus,Taylor and Francis,300.0,No
Astronomy and Computing,753,171,74.3,4.4,1.031,0.912,Computer Science Applications,72.0,173.0,636.0,Elsevier,NO,2.0,https://www.scopus.com/sourceid/21100241218,2213-1337,,Scopus & SCIEISI,Elsevier,200.0,No
International Journal of eBusiness and eGovernment Studies,3,29,10.3,0.1,0.065,0.105,Computer Science Applications,3.0,613.0,636.0,Social Sciences Research Society,YES,4.0,https://www.scopus.com/sourceid/21100867370,,2146-0744,Scopus,Others,400.0,Yes
International Journal of Circuit Theory and Applications,1600,528,68.2,3.0,0.778,0.387,Computer Science Applications,59.0,259.0,636.0,Wiley-Blackwell,NO,2.0,https://www.scopus.com/sourceid/17963,0098-9886,1097-007X,Scopus,Others,200.0,No
Cutter business technology journal,21,154,4.5,0.1,0.316,0.147,Computer Science Applications,4.0,610.0,636.0,Cutter Consortium,NO,4.0,https://www.scopus.com/sourceid/21100912972,2475-3718,2475-3742,Scopus,Others,400.0,No
Journal of Special Education Technology,165,85,70.6,1.9,1.014,0.647,Computer Science Applications,45.0,346.0,636.0,SAGE,NO,3.0,https://www.scopus.com/sourceid/21100915697,0162-6434,2381-3121,Scopus,Others,300.0,No
Control Engineering Practice,5272,781,82.1,6.8,1.835,1.148,Computer Science Applications,86.0,84.0,636.0,Elsevier,NO,1.0,https://www.scopus.com/sourceid/18174,0967-0661,,Scopus,Elsevier,100.0,No
Journal of Educational Computing Research,733,216,72.7,3.4,1.3130000000000002,0.877,Computer Science Applications,63.0,232.0,636.0,SAGE,NO,2.0,https://www.scopus.com/sourceid/18874,0735-6331,1541-4140,Scopus,Others,200.0,No
Games for health journal,746,195,70.8,3.8,0.8959999999999999,0.57,Computer Science Applications,68.0,204.0,636.0,Mary Ann Liebert,NO,2.0,https://www.scopus.com/sourceid/21100775590,2161-783X,2161-7856,Scopus,Others,200.0,No
IET Cyber-Physical Systems: Theory and Applications,11,43,16.3,0.3,,,Computer Science Applications,6.0,597.0,636.0,Institution of Engineering and Technology,YES,4.0,https://www.scopus.com/sourceid/21100912216,,2398-3396,Scopus,Others,400.0,Yes
Personal and Ubiquitous Computing,1528,302,84.8,5.1,1.339,0.544,Computer Science Applications,77.0,144.0,636.0,Springer Nature,NO,1.0,https://www.scopus.com/sourceid/22315,1617-4909,1617-4917,Scopus & SCIEISI,Springer,100.0,No
"Designs, Codes, and Cryptography",1767,609,64.9,2.9,1.625,1.1740000000000002,Computer Science Applications,57.0,268.0,636.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/25862,0925-1022,1573-7586,Scopus & SCIEISI,Springer,200.0,No
IET Control Theory and Applications,8474,1267,77.5,6.7,1.3219999999999998,1.358,Computer Science Applications,86.0,89.0,636.0,Institution of Engineering and Technology,NO,1.0,https://www.scopus.com/sourceid/5100155079,1751-8644,1751-8652,Scopus,Others,100.0,No
International Journal of Automation and Computing,1021,249,73.5,4.1,1.546,0.688,Computer Science Applications,70.0,190.0,636.0,Springer Nature,NO,2.0,https://www.scopus.com/sourceid/5200152703,1476-8186,,Scopus,Springer,200.0,No
Applied Clinical Informatics,1112,364,66.8,3.1,1.2229999999999999,0.972,Computer Science Applications,59.0,256.0,636.0,Thieme,NO,2.0,https://www.scopus.com/sourceid/21100258404,,1869-0327,Scopus,Others,200.0,No
Information Processing in Agriculture,962,154,77.9,6.2,2.338,0.7559999999999999,Computer Science Applications,83.0,104.0,636.0,Elsevier,YES,1.0,https://www.scopus.com/sourceid/21100804573,,2214-3173,Scopus,Elsevier,100.0,Yes
Differencialnie Uravnenia i Protsesy Upravlenia,1,27,3.7,0.0,,,Computer Science Applications,1.0,624.0,636.0,Saint Petersburg State University,NO,4.0,https://www.scopus.com/sourceid/21100902867,,1817-2172,Scopus,Others,400.0,No
